source_ip,destination_ip,source_port,destination_port,protocol,packet_size,duration,failed_login_attempts,login_success,country,timestamp,attack_type,label
36.163.7.97,172.16.11.71,10238,38048,TCP,40,0.0001,0,0,France,28-01-2025 09:44,Port Scan,1
217.1.239.117,172.16.23.105,53602,80,TCP,1466,0.000926,0,0,Iran,05-01-2025 20:00,DDoS,1
194.28.38.81,172.16.218.130,19327,443,HTTP,534,3.644,0,1,Germany,02-01-2025 00:55,Normal,0
77.49.101.196,10.0.123.22,43577,53,HTTPS,614,0.957,0,1,Russia,17-01-2025 09:39,Normal,0
104.198.157.174,192.168.89.152,11105,80,TCP,1495,0.000793,0,0,Ukraine,19-01-2025 01:03,DDoS,1
97.10.122.74,192.168.14.152,16216,443,TCP,1482,0.000548,0,0,Russia,05-01-2025 19:31,DDoS,1
241.32.240.123,10.0.28.123,37018,22,SSH,72,0.383,153,0,China,30-01-2025 13:59,Brute Force,1
207.122.200.124,172.16.50.75,40083,22,SSH,67,0.252,152,0,Ukraine,06-01-2025 23:59,Brute Force,1
135.113.208.149,10.0.80.102,14863,53,TCP,662,1.827,0,1,United Kingdom,11-01-2025 10:42,Normal,0
173.75.214.147,192.168.138.64,28838,80,TCP,1450,0.000105,0,0,France,25-01-2025 23:23,DDoS,1
113.240.22.30,192.168.174.89,62054,25285,TCP,40,0.0001,0,0,India,25-01-2025 15:25,Port Scan,1
103.37.95.126,10.0.93.225,18653,22,HTTPS,810,4.903,0,1,Japan,28-01-2025 12:19,Normal,0
7.131.82.218,172.16.169.171,8272,22,HTTPS,461,0.863,0,1,Ukraine,03-01-2025 03:02,Normal,0
86.8.214.29,10.0.117.85,17181,53,TCP,383,4.864,0,1,China,04-01-2025 05:21,Normal,0
168.84.249.252,172.16.114.151,15453,80,HTTP,572,2.497,0,1,United States,08-01-2025 14:33,Normal,0
191.174.249.170,172.16.160.165,58972,22,HTTP,883,3.703,0,1,Netherlands,07-01-2025 09:19,Normal,0
178.42.242.90,172.16.251.19,5354,80,TCP,944,1.358,0,1,United States,16-01-2025 02:30,Normal,0
180.220.141.101,192.168.67.83,50324,80,HTTP,768,3.446,0,1,Ukraine,10-01-2025 11:17,Normal,0
208.93.28.181,192.168.37.68,42718,22,SSH,55,0.237,109,0,South Korea,06-01-2025 04:48,Brute Force,1
109.22.63.53,172.16.172.233,19576,80,HTTP,566,4.335,0,1,Russia,12-01-2025 19:48,Normal,0
25.102.162.112,192.168.68.238,24204,22,SSH,94,0.284,132,0,United States,21-01-2025 17:15,Brute Force,1
172.86.246.107,172.16.1.151,26227,53,HTTPS,725,4.962,0,1,China,08-01-2025 11:33,Normal,0
201.163.104.2,192.168.177.159,3097,22,SSH,51,0.214,141,0,Russia,17-01-2025 21:11,Brute Force,1
239.184.126.171,10.0.207.176,16997,53,TCP,753,1.332,0,1,Iran,15-01-2025 21:51,Normal,0
64.165.88.146,192.168.79.29,55919,443,HTTPS,1105,78.113,7,0,France,05-01-2025 02:08,Phishing,1
245.112.201.161,172.16.250.25,29014,22,SSH,88,0.491,181,0,United Kingdom,26-01-2025 22:07,Brute Force,1
219.147.15.242,192.168.255.132,54427,28709,TCP,40,0.0001,0,0,India,12-01-2025 23:37,Port Scan,1
164.119.77.79,10.0.86.167,1469,42387,TCP,40,0.0001,0,0,Russia,24-01-2025 23:02,Port Scan,1
16.96.94.63,172.16.181.119,48151,80,TCP,1474,0.000931,0,0,Iran,01-01-2025 10:20,DDoS,1
96.36.109.23,10.0.73.227,28842,443,TCP,1483,0.000271,0,0,Japan,19-01-2025 09:14,DDoS,1
89.21.90.198,10.0.28.8,7465,53,DNS,743,2.892,0,1,Russia,18-01-2025 12:57,Normal,0
125.220.173.124,192.168.1.142,34568,80,DNS,338,1.263,0,1,United States,28-01-2025 09:11,Normal,0
200.83.107.229,192.168.8.140,4066,443,HTTPS,578,33.501,6,0,United Kingdom,24-01-2025 02:22,Phishing,1
103.25.71.188,172.16.162.244,59568,80,TCP,1453,0.000562,0,0,China,02-01-2025 16:58,DDoS,1
156.183.50.202,192.168.94.103,46495,21,FTP,415607,973.22,0,1,China,30-01-2025 09:04,Data Exfiltration,1
49.123.140.175,172.16.240.41,18718,22,SSH,62,0.3,141,0,United States,13-01-2025 20:35,Brute Force,1
73.132.148.65,10.0.4.214,27534,80,TCP,510,3.908,0,1,Russia,13-01-2025 05:06,Normal,0
72.102.40.241,172.16.187.170,56990,22,TCP,668,0.825,0,1,Nigeria,08-01-2025 12:58,Normal,0
120.132.160.87,10.0.230.120,29368,22,HTTP,579,2.221,0,1,Russia,02-01-2025 23:56,Normal,0
209.194.159.213,10.0.62.121,35294,443,HTTP,968,4.874,0,1,Iran,30-01-2025 12:15,Normal,0
190.42.177.147,10.0.31.218,10224,80,DNS,406,0.888,0,1,India,27-01-2025 13:22,Normal,0
92.61.67.72,10.0.86.132,24504,53,HTTP,875,4.788,0,1,United States,11-01-2025 09:23,Normal,0
232.128.165.217,192.168.190.65,34470,443,TCP,1452,0.000403,0,0,Russia,10-01-2025 01:34,DDoS,1
148.217.252.205,10.0.181.240,56023,22,SSH,51,0.17,403,0,Netherlands,11-01-2025 15:37,Brute Force,1
161.221.130.219,10.0.87.1,19858,22,TCP,926,4.701,0,1,United States,15-01-2025 05:42,Normal,0
104.211.148.72,10.0.137.234,46540,443,HTTPS,828,117.657,6,0,France,10-01-2025 07:38,Phishing,1
223.191.67.38,10.0.52.71,34994,80,HTTP,322,3.511,0,1,Russia,11-01-2025 05:59,Normal,0
149.12.211.195,10.0.5.167,6438,26723,TCP,40,0.0001,0,0,Germany,16-01-2025 19:58,Port Scan,1
119.143.150.198,192.168.74.25,15567,443,HTTPS,1135,95.285,10,0,Iran,12-01-2025 00:52,Phishing,1
81.118.73.217,172.16.14.99,12434,22,TCP,466,1.749,0,1,Iran,17-01-2025 09:50,Normal,0
206.113.70.9,10.0.95.61,45560,21,FTP,209688,708.82,0,1,Iran,16-01-2025 12:20,Data Exfiltration,1
45.120.80.172,192.168.189.122,59834,4444,TCP,760,19387.71,0,1,United States,22-01-2025 04:43,Malware,1
227.102.118.145,10.0.19.229,8121,22,SSH,43,0.482,476,0,Iran,08-01-2025 23:01,Brute Force,1
22.64.200.116,172.16.150.182,18764,80,HTTP,687,2.112,0,1,Iran,10-01-2025 21:51,Normal,0
183.166.199.139,10.0.164.161,49946,22,SSH,86,0.387,185,0,Russia,20-01-2025 16:15,Brute Force,1
11.155.229.139,192.168.62.123,42609,80,HTTP,727,3.061,0,1,Iran,17-01-2025 04:03,Normal,0
132.135.34.250,10.0.27.41,57777,80,TCP,1480,0.000567,0,0,United Kingdom,18-01-2025 15:14,DDoS,1
33.232.118.235,10.0.6.210,23034,4444,TCP,642,10788.18,0,1,China,26-01-2025 10:20,Malware,1
106.75.198.114,192.168.71.26,10388,22,SSH,55,0.269,321,0,China,15-01-2025 11:23,Brute Force,1
34.2.82.197,192.168.187.113,29152,7521,TCP,40,0.0001,0,0,Russia,08-01-2025 17:00,Port Scan,1
209.226.237.138,10.0.63.238,5923,22,SSH,60,0.355,408,0,Russia,07-01-2025 10:21,Brute Force,1
199.8.143.99,192.168.104.206,54675,443,HTTPS,885,1.96,0,1,Germany,08-01-2025 17:56,Normal,0
130.197.177.207,172.16.99.99,52554,80,HTTP,427,4.42,0,1,Japan,21-01-2025 12:04,Normal,0
94.30.107.127,172.16.45.127,30524,22,SSH,83,0.386,323,0,Russia,14-01-2025 00:32,Brute Force,1
226.112.39.75,10.0.170.62,52965,22,DNS,873,3.55,0,1,Russia,08-01-2025 05:31,Normal,0
4.217.75.33,10.0.13.138,63568,443,TCP,1495,0.000666,0,0,United States,20-01-2025 07:30,DDoS,1
114.149.188.213,172.16.31.70,18592,80,TCP,1450,0.000544,0,0,France,12-01-2025 17:01,DDoS,1
179.213.53.90,10.0.72.204,38986,80,TCP,1452,0.000815,0,0,Germany,20-01-2025 00:33,DDoS,1
158.145.37.155,10.0.13.192,52855,22,SSH,83,0.314,174,0,China,21-01-2025 00:17,Brute Force,1
235.173.240.53,10.0.38.237,49590,53,TCP,887,4.511,0,1,Russia,04-01-2025 14:38,Normal,0
141.81.235.115,172.16.134.22,14683,45614,TCP,40,0.0001,0,0,Ukraine,30-01-2025 20:56,Port Scan,1
146.216.31.96,192.168.4.19,5391,443,TCP,1476,0.000314,0,0,China,09-01-2025 23:11,DDoS,1
141.208.119.104,192.168.174.155,6977,443,TCP,1486,0.00083,0,0,Nigeria,28-01-2025 14:21,DDoS,1
151.81.248.30,192.168.138.175,43560,4444,TCP,803,11779.51,0,1,India,08-01-2025 04:37,Malware,1
118.57.244.204,10.0.244.138,28240,443,TCP,1482,0.000535,0,0,China,07-01-2025 23:29,DDoS,1
165.18.183.167,172.16.2.33,52187,59085,TCP,40,0.0001,0,0,Germany,10-01-2025 01:09,Port Scan,1
167.66.177.48,192.168.147.214,2499,22,SSH,78,0.168,457,0,United States,14-01-2025 21:45,Brute Force,1
46.198.39.176,10.0.155.163,61966,443,TCP,1491,0.000964,0,0,Russia,22-01-2025 03:02,DDoS,1
131.60.174.79,192.168.130.143,14044,443,HTTP,838,1.475,0,1,Germany,24-01-2025 10:50,Normal,0
46.136.139.164,172.16.51.164,24133,22,HTTPS,882,0.795,0,1,Iran,07-01-2025 20:16,Normal,0
89.52.98.212,192.168.188.73,38832,80,TCP,1474,0.000655,0,0,United Kingdom,11-01-2025 00:15,DDoS,1
126.94.126.33,10.0.77.254,58470,22,HTTP,546,0.506,0,1,United Kingdom,25-01-2025 06:54,Normal,0
225.111.109.105,192.168.86.181,1163,53,HTTPS,465,2.927,0,1,United States,11-01-2025 15:32,Normal,0
241.115.199.177,192.168.53.77,24838,22,HTTP,608,1.338,0,1,Russia,29-01-2025 12:41,Normal,0
254.44.210.33,192.168.79.240,39632,80,TCP,1474,0.000372,0,0,United States,18-01-2025 03:35,DDoS,1
53.93.175.34,10.0.115.239,25499,22,SSH,56,0.421,362,0,Canada,28-01-2025 02:26,Brute Force,1
116.85.41.235,10.0.237.234,30185,21,FTP,320200,825.82,0,1,Russia,06-01-2025 03:14,Data Exfiltration,1
169.88.158.175,10.0.102.9,15335,53,TCP,837,1.454,0,1,Germany,09-01-2025 12:00,Normal,0
110.69.98.220,172.16.210.57,13240,22,SSH,100,0.284,421,0,France,05-01-2025 12:56,Brute Force,1
253.121.25.194,172.16.218.240,8908,443,TCP,1456,0.000439,0,0,United Kingdom,22-01-2025 16:50,DDoS,1
56.159.153.47,172.16.188.202,65265,443,TCP,786,1.941,0,1,China,14-01-2025 22:15,Normal,0
64.99.235.168,192.168.126.179,9688,80,HTTPS,562,1.96,0,1,Russia,20-01-2025 09:55,Normal,0
223.44.148.16,10.0.118.130,22971,22,SSH,68,0.477,235,0,Germany,21-01-2025 11:49,Brute Force,1
157.182.210.31,10.0.134.31,51895,80,HTTPS,854,1.769,0,1,China,30-01-2025 03:34,Normal,0
217.176.84.115,192.168.185.93,52546,22,SSH,64,0.155,453,0,Japan,23-01-2025 15:49,Brute Force,1
111.74.104.235,192.168.12.5,3519,22,SSH,94,0.456,342,0,China,24-01-2025 12:53,Brute Force,1
178.83.73.46,192.168.197.211,1737,28331,TCP,40,0.0001,0,0,Russia,05-01-2025 22:04,Port Scan,1
163.198.65.153,172.16.90.157,48577,443,HTTPS,792,2.693,0,1,Germany,17-01-2025 01:26,Normal,0
16.124.108.56,172.16.245.160,46535,38463,TCP,40,0.0001,0,0,Nigeria,12-01-2025 02:28,Port Scan,1
13.88.42.205,10.0.123.48,44155,443,TCP,1452,0.000366,0,0,United States,28-01-2025 05:28,DDoS,1
71.209.146.53,10.0.127.83,29539,22,DNS,930,3.33,0,1,Germany,10-01-2025 17:03,Normal,0
128.232.42.114,192.168.232.165,40014,4444,TCP,624,19298.47,0,1,Netherlands,05-01-2025 02:06,Malware,1
217.133.254.195,172.16.136.249,62227,10204,TCP,40,0.0001,0,0,United States,24-01-2025 09:55,Port Scan,1
71.209.31.121,10.0.60.71,46874,22,SSH,67,0.468,307,0,United States,27-01-2025 03:41,Brute Force,1
85.75.217.129,10.0.249.74,18520,4444,TCP,957,16881.41,0,1,India,18-01-2025 22:32,Malware,1
107.69.128.222,172.16.57.116,56632,80,TCP,1456,0.000224,0,0,United States,03-01-2025 12:00,DDoS,1
96.236.248.9,172.16.5.81,15699,53,DNS,438,0.92,0,1,Netherlands,25-01-2025 13:19,Normal,0
173.228.134.203,172.16.142.19,62127,443,HTTPS,502,73.888,9,0,Nigeria,02-01-2025 19:42,Phishing,1
115.107.156.188,192.168.139.217,58252,80,HTTPS,649,1.641,0,1,Russia,09-01-2025 10:03,Normal,0
247.207.105.214,10.0.86.74,35645,22,TCP,663,2.999,0,1,United States,24-01-2025 16:42,Normal,0
46.127.236.72,172.16.234.137,25863,53,HTTPS,344,0.814,0,1,United States,04-01-2025 13:32,Normal,0
11.169.125.15,10.0.87.237,26725,46607,TCP,40,0.0001,0,0,United Kingdom,28-01-2025 17:02,Port Scan,1
141.247.37.131,10.0.80.123,34527,80,TCP,1464,0.000722,0,0,Brazil,05-01-2025 14:28,DDoS,1
18.116.170.217,10.0.42.228,59261,4444,TCP,872,19823.43,0,1,Nigeria,27-01-2025 14:54,Malware,1
86.202.194.216,10.0.88.157,17396,443,DNS,741,2.724,0,1,India,23-01-2025 08:52,Normal,0
9.113.161.88,10.0.143.239,12094,80,TCP,1457,0.000749,0,0,Nigeria,09-01-2025 16:05,DDoS,1
178.205.96.188,192.168.143.215,60397,22,HTTPS,400,1.789,0,1,China,12-01-2025 13:54,Normal,0
196.76.118.177,192.168.52.70,45841,4444,TCP,519,15060.55,0,1,Netherlands,26-01-2025 22:15,Malware,1
148.25.236.39,172.16.203.181,15422,53,TCP,793,1.553,0,1,United States,20-01-2025 11:57,Normal,0
215.100.219.235,10.0.15.92,12652,22,HTTP,806,1.581,0,1,Iran,07-01-2025 21:08,Normal,0
176.83.21.73,192.168.124.207,19618,443,TCP,1489,0.000335,0,0,France,30-01-2025 16:49,DDoS,1
91.166.21.106,172.16.117.182,13658,80,HTTPS,819,4.313,0,1,China,01-01-2025 19:51,Normal,0
168.94.223.137,192.168.217.112,13790,80,TCP,1494,0.000621,0,0,India,28-01-2025 23:41,DDoS,1
156.73.121.21,192.168.215.200,36451,443,TCP,1478,0.000962,0,0,United States,15-01-2025 19:44,DDoS,1
96.200.170.34,192.168.120.108,51324,22,SSH,57,0.341,352,0,Russia,23-01-2025 11:12,Brute Force,1
213.85.67.104,172.16.214.12,42611,443,HTTPS,1163,114.663,8,0,Ukraine,08-01-2025 05:48,Phishing,1
87.115.78.231,192.168.133.9,19386,443,TCP,1489,0.000233,0,0,China,21-01-2025 17:33,DDoS,1
219.90.86.224,10.0.200.141,36181,53,HTTP,600,0.816,0,1,Nigeria,29-01-2025 17:09,Normal,0
177.22.164.224,10.0.162.103,16151,22,SSH,71,0.402,318,0,United States,11-01-2025 01:25,Brute Force,1
217.225.230.104,172.16.128.87,1076,22,SSH,98,0.432,339,0,Japan,09-01-2025 14:19,Brute Force,1
35.27.218.243,192.168.6.229,29294,443,TCP,1450,0.000333,0,0,Russia,28-01-2025 22:25,DDoS,1
176.176.66.171,192.168.140.3,43421,80,TCP,1463,0.000733,0,0,United States,06-01-2025 18:01,DDoS,1
215.145.23.215,172.16.200.99,28104,22,SSH,45,0.16,255,0,United States,25-01-2025 05:42,Brute Force,1
164.145.245.40,10.0.126.98,64431,443,HTTPS,309,1.259,0,1,United States,10-01-2025 01:54,Normal,0
165.227.205.135,192.168.9.254,26091,53,DNS,857,4.016,0,1,Ukraine,10-01-2025 16:23,Normal,0
228.217.162.73,10.0.22.15,35047,80,TCP,1460,0.000649,0,0,Russia,08-01-2025 13:40,DDoS,1
136.115.134.192,10.0.11.111,51969,443,HTTP,923,4.716,0,1,China,11-01-2025 11:00,Normal,0
104.212.32.72,192.168.129.218,54472,53,HTTP,806,2.882,0,1,Nigeria,22-01-2025 08:50,Normal,0
30.72.155.185,172.16.70.30,45998,53,TCP,887,4.858,0,1,Russia,06-01-2025 05:21,Normal,0
92.218.37.24,192.168.135.6,44724,22,DNS,793,2.853,0,1,Japan,04-01-2025 00:23,Normal,0
181.164.92.189,10.0.180.205,21846,80,TCP,1457,0.00078,0,0,Russia,09-01-2025 10:57,DDoS,1
46.36.238.200,192.168.34.28,10775,4444,TCP,688,18309.65,0,1,Russia,03-01-2025 17:29,Malware,1
233.11.137.107,10.0.114.34,13551,22,SSH,86,0.15,339,0,United Kingdom,09-01-2025 21:45,Brute Force,1
4.32.148.55,192.168.242.184,18216,22,SSH,72,0.344,440,0,China,19-01-2025 04:37,Brute Force,1
155.95.166.67,192.168.181.235,22463,22,DNS,537,4.324,0,1,China,25-01-2025 23:18,Normal,0
74.222.18.12,10.0.86.130,60485,443,TCP,1496,0.000318,0,0,China,09-01-2025 06:54,DDoS,1
14.40.177.79,10.0.7.101,54915,13058,TCP,40,0.0001,0,0,Canada,17-01-2025 21:53,Port Scan,1
177.226.106.76,10.0.102.67,53689,80,TCP,1453,0.000971,0,0,Nigeria,02-01-2025 16:51,DDoS,1
240.136.155.177,10.0.34.73,63554,80,HTTP,929,2.004,0,1,Germany,29-01-2025 10:33,Normal,0
95.19.119.27,192.168.190.177,44084,53,HTTP,566,3.391,0,1,United States,24-01-2025 03:21,Normal,0
193.63.123.102,172.16.244.108,53636,22,HTTPS,763,2.89,0,1,China,24-01-2025 03:16,Normal,0
131.233.98.228,172.16.83.79,10009,80,TCP,1492,0.000479,0,0,India,10-01-2025 23:17,DDoS,1
117.62.78.190,192.168.40.169,55252,443,HTTPS,810,32.781,10,0,United Kingdom,30-01-2025 16:09,Phishing,1
59.62.175.92,172.16.175.7,35386,21,FTP,110192,618.96,0,1,Netherlands,05-01-2025 00:25,Data Exfiltration,1
82.21.155.162,172.16.82.220,29637,48688,TCP,40,0.0001,0,0,China,28-01-2025 12:42,Port Scan,1
9.183.35.82,172.16.117.80,46936,5213,TCP,40,0.0001,0,0,India,21-01-2025 08:14,Port Scan,1
118.67.99.109,10.0.214.102,62943,22,TCP,392,2.036,0,1,Ukraine,25-01-2025 20:53,Normal,0
111.66.231.166,10.0.226.71,41924,80,HTTP,890,0.717,0,1,United States,12-01-2025 16:08,Normal,0
251.25.25.36,192.168.120.193,49462,80,HTTPS,491,3.778,0,1,China,21-01-2025 10:29,Normal,0
156.133.223.237,172.16.195.11,40454,54933,TCP,40,0.0001,0,0,United States,19-01-2025 05:51,Port Scan,1
216.64.199.42,192.168.99.100,12289,64321,TCP,40,0.0001,0,0,India,20-01-2025 07:24,Port Scan,1
97.195.20.103,172.16.86.7,37642,443,TCP,1473,0.000536,0,0,Germany,29-01-2025 15:33,DDoS,1
136.199.62.14,192.168.101.205,55621,80,DNS,677,2.326,0,1,China,17-01-2025 15:46,Normal,0
193.127.193.108,192.168.123.24,4890,80,HTTP,704,2.797,0,1,India,23-01-2025 19:03,Normal,0
120.160.147.136,172.16.145.56,50091,53,HTTP,559,3.266,0,1,South Korea,28-01-2025 23:02,Normal,0
189.75.253.231,172.16.152.172,64591,443,DNS,590,2.767,0,1,United States,12-01-2025 12:35,Normal,0
179.93.125.8,192.168.229.15,2638,22,DNS,478,1.831,0,1,Russia,02-01-2025 01:36,Normal,0
99.68.82.67,10.0.122.69,36335,22,SSH,78,0.227,230,0,India,23-01-2025 22:59,Brute Force,1
207.217.59.59,10.0.117.61,35459,22,TCP,910,2.773,0,1,India,16-01-2025 02:16,Normal,0
95.108.161.107,172.16.232.167,62142,22,SSH,49,0.408,281,0,Germany,02-01-2025 08:06,Brute Force,1
205.207.124.109,192.168.75.125,41131,80,TCP,1496,0.000424,0,0,United Kingdom,05-01-2025 01:34,DDoS,1
102.18.190.162,192.168.184.251,10200,443,HTTPS,999,4.528,0,1,Iran,24-01-2025 02:52,Normal,0
150.48.109.27,172.16.235.85,2286,5819,TCP,40,0.0001,0,0,China,17-01-2025 05:25,Port Scan,1
186.99.151.77,10.0.147.89,38259,22,SSH,63,0.121,254,0,China,12-01-2025 00:26,Brute Force,1
244.248.246.69,192.168.220.63,7877,80,TCP,1478,0.000932,0,0,Germany,17-01-2025 03:12,DDoS,1
184.172.243.104,10.0.24.1,19279,443,HTTP,473,0.738,0,1,China,22-01-2025 00:51,Normal,0
149.239.229.205,172.16.41.171,9613,22,HTTPS,393,3.337,0,1,South Korea,28-01-2025 19:58,Normal,0
179.108.35.168,192.168.51.83,16369,443,TCP,780,4.236,0,1,Germany,11-01-2025 16:37,Normal,0
233.160.71.17,10.0.179.29,33884,22,SSH,40,0.279,279,0,United States,21-01-2025 19:23,Brute Force,1
91.109.179.164,192.168.237.222,64733,443,HTTPS,1483,35.762,6,0,United States,06-01-2025 15:26,Phishing,1
2.167.59.1,172.16.117.71,38227,80,DNS,593,2.705,0,1,United States,17-01-2025 11:23,Normal,0
254.197.2.215,172.16.243.253,25097,443,HTTPS,522,70.551,8,0,Brazil,08-01-2025 03:37,Phishing,1
245.174.125.201,192.168.40.75,36282,22,SSH,50,0.335,169,0,Iran,28-01-2025 12:48,Brute Force,1
115.42.207.62,192.168.20.60,37659,53,HTTPS,484,1.955,0,1,Canada,21-01-2025 17:37,Normal,0
134.78.16.54,192.168.124.150,50941,4444,TCP,737,10982.7,0,1,Brazil,07-01-2025 10:25,Malware,1
99.185.197.239,172.16.245.195,7446,21,FTP,427918,588.25,0,1,United Kingdom,05-01-2025 05:46,Data Exfiltration,1
21.218.7.53,192.168.126.20,46680,53,DNS,522,2.855,0,1,United States,30-01-2025 23:51,Normal,0
36.192.192.166,172.16.193.73,24486,22,SSH,89,0.403,437,0,United States,29-01-2025 13:19,Brute Force,1
154.124.188.221,172.16.49.242,2100,11227,TCP,40,0.0001,0,0,China,28-01-2025 12:50,Port Scan,1
35.58.230.173,172.16.79.78,42196,22,SSH,99,0.103,348,0,China,25-01-2025 01:04,Brute Force,1
81.70.163.202,10.0.2.62,37870,4158,TCP,40,0.0001,0,0,South Korea,29-01-2025 15:44,Port Scan,1
124.52.248.71,172.16.63.223,24322,80,HTTPS,472,4.53,0,1,United Kingdom,20-01-2025 15:21,Normal,0
127.75.143.110,10.0.184.226,26952,53,HTTPS,632,4.741,0,1,Germany,21-01-2025 14:34,Normal,0
205.235.51.23,172.16.99.44,43564,22,HTTP,862,3.074,0,1,United States,25-01-2025 22:18,Normal,0
214.203.88.14,172.16.5.22,63326,80,TCP,1491,0.000927,0,0,Canada,17-01-2025 17:45,DDoS,1
198.30.89.60,192.168.67.17,20230,443,HTTPS,943,3.271,0,1,Japan,16-01-2025 10:29,Normal,0
101.29.32.181,10.0.30.254,18616,80,HTTP,379,1.406,0,1,Ukraine,26-01-2025 08:21,Normal,0
168.61.217.169,172.16.96.213,8900,53,HTTP,843,0.532,0,1,China,19-01-2025 19:52,Normal,0
191.211.47.243,172.16.7.200,15171,80,HTTPS,850,1.785,0,1,China,05-01-2025 23:08,Normal,0
127.225.153.159,192.168.215.97,9833,21,FTP,245766,950.22,0,1,China,21-01-2025 11:38,Data Exfiltration,1
160.75.116.11,172.16.10.107,40194,443,HTTPS,1259,79.245,9,0,Brazil,29-01-2025 00:50,Phishing,1
197.220.202.248,172.16.40.240,28561,80,DNS,394,0.631,0,1,France,16-01-2025 04:19,Normal,0
145.56.22.30,172.16.179.91,49512,53,DNS,388,1.807,0,1,India,24-01-2025 10:26,Normal,0
219.124.120.93,192.168.211.244,63942,80,TCP,1498,0.000107,0,0,United States,21-01-2025 14:26,DDoS,1
28.178.50.166,10.0.50.14,24327,80,TCP,1459,0.000575,0,0,India,13-01-2025 08:18,DDoS,1
60.14.152.199,10.0.146.236,39480,22,SSH,88,0.372,122,0,United States,24-01-2025 16:13,Brute Force,1
24.108.144.178,192.168.176.174,45252,443,TCP,1489,0.000203,0,0,United States,10-01-2025 18:48,DDoS,1
105.203.12.136,10.0.81.40,15843,443,TCP,1491,0.000264,0,0,United States,28-01-2025 18:50,DDoS,1
180.211.31.188,10.0.64.162,25340,22,SSH,78,0.371,347,0,Canada,19-01-2025 02:01,Brute Force,1
247.65.233.120,192.168.142.8,5363,4444,TCP,534,13608.69,0,1,Germany,17-01-2025 05:40,Malware,1
39.169.227.21,172.16.55.32,40010,443,HTTP,484,3.13,0,1,United States,01-01-2025 06:00,Normal,0
55.16.2.202,192.168.108.188,3998,21,FTP,302747,817.27,0,1,Russia,15-01-2025 12:29,Data Exfiltration,1
49.249.164.254,172.16.36.207,42235,443,DNS,405,0.771,0,1,France,03-01-2025 21:00,Normal,0
196.166.60.69,10.0.241.71,54952,443,HTTPS,462,0.658,0,1,Russia,29-01-2025 23:52,Normal,0
83.5.94.122,10.0.49.227,59989,4444,TCP,615,19426.22,0,1,Iran,21-01-2025 03:36,Malware,1
241.67.119.21,192.168.112.35,44664,80,TCP,1494,0.000627,0,0,China,16-01-2025 06:56,DDoS,1
23.146.76.154,172.16.14.150,61383,48196,TCP,40,0.0001,0,0,Russia,20-01-2025 11:01,Port Scan,1
246.9.79.204,10.0.180.156,60543,443,TCP,1490,0.000308,0,0,Netherlands,04-01-2025 23:56,DDoS,1
155.238.233.225,192.168.57.195,33664,80,HTTP,823,4.736,0,1,United States,16-01-2025 20:15,Normal,0
174.108.142.214,172.16.16.98,42430,22,SSH,77,0.429,231,0,Germany,26-01-2025 14:23,Brute Force,1
252.190.61.179,172.16.71.152,1764,443,TCP,507,4.606,0,1,Nigeria,14-01-2025 01:19,Normal,0
87.229.48.66,10.0.249.198,36996,80,TCP,1492,0.000871,0,0,Russia,17-01-2025 09:02,DDoS,1
110.150.44.225,172.16.249.195,20101,80,TCP,917,4.819,0,1,China,23-01-2025 15:32,Normal,0
220.47.160.124,172.16.171.252,29252,4444,TCP,884,15169.51,0,1,Brazil,29-01-2025 16:46,Malware,1
109.177.224.31,172.16.37.59,46450,21,FTP,136839,976.28,0,1,United States,20-01-2025 18:06,Data Exfiltration,1
239.159.52.57,172.16.151.167,54160,21,FTP,125976,510.1,0,1,China,18-01-2025 06:03,Data Exfiltration,1
195.227.23.189,192.168.8.115,19329,22,SSH,75,0.472,115,0,United States,08-01-2025 12:03,Brute Force,1
64.88.27.26,192.168.199.96,23014,4444,TCP,507,12052.21,0,1,Russia,17-01-2025 19:02,Malware,1
230.22.149.181,172.16.59.194,5969,22,DNS,555,4.518,0,1,United Kingdom,15-01-2025 01:22,Normal,0
21.104.238.18,172.16.2.150,42665,22,TCP,703,0.916,0,1,Iran,10-01-2025 06:27,Normal,0
100.60.213.76,10.0.106.54,19363,22,SSH,40,0.173,482,0,United Kingdom,24-01-2025 12:35,Brute Force,1
214.190.10.69,172.16.251.106,14603,80,TCP,1500,0.000167,0,0,China,07-01-2025 10:42,DDoS,1
146.193.138.145,172.16.76.224,16968,4794,TCP,40,0.0001,0,0,United Kingdom,12-01-2025 22:12,Port Scan,1
164.175.104.59,172.16.115.16,47439,443,TCP,1470,0.000393,0,0,Iran,07-01-2025 11:56,DDoS,1
24.131.110.197,10.0.125.35,17241,22,SSH,56,0.469,452,0,United States,03-01-2025 20:57,Brute Force,1
61.85.95.134,10.0.46.110,23960,61015,TCP,40,0.0001,0,0,Russia,30-01-2025 11:21,Port Scan,1
253.175.112.185,192.168.228.101,12629,80,TCP,1455,0.000796,0,0,Russia,07-01-2025 17:12,DDoS,1
251.18.120.158,172.16.174.117,23429,53,DNS,504,1.791,0,1,Nigeria,23-01-2025 02:52,Normal,0
120.168.183.36,172.16.34.230,60572,53,HTTP,797,1.361,0,1,United States,30-01-2025 11:44,Normal,0
157.170.251.197,172.16.5.18,62946,22,DNS,921,1.24,0,1,Brazil,10-01-2025 18:03,Normal,0
