source_ip,destination_ip,source_port,destination_port,protocol,packet_size,duration,failed_login_attempts,login_success,country,timestamp,attack_type,label
103.23.232.46,172.16.171.37,5079,80,HTTP,1119,3.021,0,1,Russia,01-01-2025 11:39,Normal,0
85.3.102.112,10.0.207.164,45004,25,FTP,298,1.058,172,0,Ukraine,07-01-2025 04:51,Brute Force,1
17.13.9.216,10.0.199.48,54273,53,HTTP,1120,0.751,1,1,Germany,17-01-2025 18:03,Normal,0
223.87.167.37,192.168.69.62,45982,443,HTTP,200,0.42,0,0,United States,26-01-2025 23:13,Normal,0
143.35.177.185,10.0.129.92,39638,22,TCP,958,0.313,0,1,Germany,21-01-2025 06:37,Normal,0
85.185.235.147,172.16.124.29,36791,5432,HTTP,1192,3.085,0,1,Japan,01-01-2025 07:19,Normal,0
100.82.135.247,172.16.237.201,8805,25,TCP,424,0.738,0,0,United States,04-01-2025 07:00,Normal,0
75.73.212.99,192.168.191.250,63004,64055,UDP,96,0.0018,0,0,India,18-01-2025 01:16,Port Scan,1
80.205.17.1,10.0.4.215,64878,14228,TCP,70,0.011,0,0,United Kingdom,26-01-2025 06:49,Port Scan,1
108.73.94.195,172.16.92.65,45797,3306,HTTPS,1241,4.484,0,0,China,29-01-2025 19:43,Normal,0
122.171.24.213,192.168.96.98,37948,53,TCP,372,4.677,1,1,United States,16-01-2025 13:03,Normal,0
78.174.240.63,192.168.75.191,10452,5432,HTTP,1485,1.11,1,1,United States,22-01-2025 14:52,Normal,0
230.36.207.7,192.168.128.166,45294,80,HTTP,639,1.951,1,0,United States,22-01-2025 23:11,Normal,0
216.15.195.92,172.16.13.215,44110,3306,HTTPS,925,3.563,0,0,United States,04-01-2025 12:59,Normal,0
146.162.205.155,172.16.200.251,26014,53,TCP,1294,1.994,1,0,China,17-01-2025 00:46,Normal,0
111.20.176.180,172.16.185.178,3684,22,DNS,675,3.262,1,1,Russia,01-01-2025 05:45,Normal,0
78.40.4.38,192.168.132.178,37417,6667,HTTPS,3937,123.94,0,0,United States,15-01-2025 16:43,Malware,1
244.145.95.168,10.0.117.154,54957,443,TCP,1645,110.43,1,1,France,26-01-2025 22:17,Malware,1
92.85.245.37,172.16.244.214,22395,8080,DNS,766,4.294,0,0,United States,09-01-2025 06:25,Normal,0
125.249.171.16,10.0.54.18,63476,8080,HTTP,489,1.252,1,0,China,08-01-2025 18:12,Normal,0
237.34.52.120,172.16.161.10,30704,80,HTTP,1143,1.933,0,0,Japan,14-01-2025 22:39,Normal,0
28.154.5.64,10.0.240.32,26238,2995,TCP,77,0.0478,0,0,South Korea,14-01-2025 15:25,Port Scan,1
196.105.34.157,10.0.90.54,60186,80,HTTPS,1899,13.473,1,1,Germany,05-01-2025 23:58,Phishing,1
51.20.186.171,172.16.74.83,44544,8080,ICMP,8160,0.0739,0,0,Netherlands,29-01-2025 23:42,DDoS,1
142.206.234.183,172.16.214.58,22113,25,HTTP,359,2.901,0,0,China,02-01-2025 17:12,Normal,0
56.194.218.192,10.0.9.37,14688,443,UDP,3298,0.0186,0,0,South Korea,10-01-2025 13:08,DDoS,1
135.85.234.146,10.0.235.119,38781,22,TCP,394,2.702,253,0,United States,12-01-2025 23:35,Brute Force,1
228.180.119.95,172.16.155.25,35618,25,DNS,448,1.045,0,0,Germany,18-01-2025 14:54,Normal,0
137.238.191.212,192.168.107.83,7147,80,DNS,1181,1.021,1,1,Russia,25-01-2025 07:19,Normal,0
69.10.149.111,192.168.225.198,42359,443,TCP,1194,1.649,0,1,Iran,12-01-2025 00:27,Normal,0
115.88.89.214,10.0.226.160,57102,3306,TCP,1421,1.028,1,1,China,22-01-2025 08:05,Normal,0
61.158.169.191,10.0.189.68,14033,5432,HTTPS,387,1.281,0,0,United Kingdom,09-01-2025 08:44,Normal,0
8.142.59.68,192.168.181.131,46418,80,ICMP,2962,0.0397,0,0,China,13-01-2025 12:22,DDoS,1
254.112.132.68,172.16.254.31,17805,25,SSH,177,1.217,278,1,Netherlands,09-01-2025 03:14,Brute Force,1
29.13.137.153,172.16.174.123,15958,3306,HTTP,535,0.566,0,1,Brazil,02-01-2025 19:01,Normal,0
158.4.204.109,172.16.164.80,54280,53,DNS,400,1.013,1,1,United Kingdom,21-01-2025 10:38,Normal,0
27.68.159.40,192.168.199.80,16055,443,UDP,6532,0.0135,0,0,China,05-01-2025 00:59,DDoS,1
127.122.125.94,172.16.107.93,52686,80,TCP,8227,0.0778,0,0,Brazil,26-01-2025 05:27,DDoS,1
73.158.41.117,192.168.189.99,12190,5432,DNS,275,2.311,1,0,United States,28-01-2025 06:14,Normal,0
108.99.85.33,10.0.210.190,31885,21,HTTPS,24303,397.61,0,1,United States,02-01-2025 13:45,Data Exfiltration,1
101.99.117.230,192.168.224.29,34847,443,TCP,6850,0.0909,0,0,South Korea,29-01-2025 12:00,DDoS,1
24.15.60.155,192.168.10.135,32349,3306,HTTPS,897,3.613,1,0,United States,02-01-2025 20:13,Normal,0
174.60.153.246,10.0.216.194,57425,25,SSH,400,0.713,213,0,Netherlands,07-01-2025 05:01,Brute Force,1
160.88.161.254,192.168.210.76,65195,22,HTTPS,1096,2.168,1,0,South Korea,20-01-2025 07:41,Normal,0
84.236.125.17,172.16.44.238,37623,22,TCP,298,2.876,329,0,Germany,01-01-2025 18:00,Brute Force,1
118.141.8.159,10.0.6.48,46765,80,TCP,929,2.845,0,1,France,24-01-2025 08:27,Normal,0
63.27.195.3,192.168.180.186,45869,80,DNS,847,2.075,1,1,United States,26-01-2025 05:45,Normal,0
97.150.54.160,192.168.57.8,41043,8080,ICMP,6280,0.0695,0,0,Brazil,28-01-2025 17:30,DDoS,1
71.118.20.242,10.0.177.235,26690,53,HTTP,342,4.657,0,1,India,08-01-2025 18:04,Normal,0
8.99.209.186,192.168.140.138,27395,25,DNS,570,1.27,1,1,Brazil,04-01-2025 04:53,Normal,0
175.97.197.130,172.16.178.19,41137,443,TCP,3739,207.74,3,1,Ukraine,30-01-2025 19:11,Malware,1
247.248.100.66,192.168.188.190,2396,5432,HTTPS,287,2.354,0,1,Russia,09-01-2025 11:08,Normal,0
6.84.186.202,172.16.181.9,40277,22,TCP,1286,1.408,0,1,Russia,28-01-2025 09:52,Normal,0
65.169.134.244,172.16.24.116,36325,25,HTTP,1322,1.749,4,1,France,20-01-2025 01:56,Phishing,1
203.221.118.163,10.0.88.56,31882,3306,DNS,1067,0.776,0,0,Ukraine,07-01-2025 21:07,Normal,0
21.82.128.230,192.168.94.153,34260,443,TCP,6073,0.0109,0,0,China,10-01-2025 10:08,DDoS,1
81.31.36.47,192.168.185.195,53537,80,TCP,3672,0.0116,0,0,Netherlands,19-01-2025 18:45,DDoS,1
15.74.36.214,10.0.117.192,57513,8080,HTTPS,1370,4.706,1,1,Germany,20-01-2025 15:41,Normal,0
159.21.115.247,192.168.208.126,59482,3306,HTTPS,820,3.47,0,0,China,27-01-2025 04:31,Normal,0
45.156.82.95,10.0.175.194,64102,8080,HTTP,577,4.297,1,1,Brazil,02-01-2025 14:38,Normal,0
249.184.42.56,192.168.70.65,11425,8080,HTTP,4078,171.3,1,1,France,07-01-2025 20:52,Malware,1
97.26.204.48,172.16.81.66,2532,80,TCP,475,1.633,0,1,Japan,27-01-2025 12:30,Normal,0
226.119.128.182,10.0.176.66,11430,80,ICMP,7170,0.0864,0,0,Russia,29-01-2025 21:39,DDoS,1
12.30.172.251,192.168.210.191,1515,443,TCP,4548,0.0873,0,0,South Korea,11-01-2025 15:08,DDoS,1
95.24.7.252,192.168.9.56,26316,25,DNS,839,1.272,1,0,France,23-01-2025 21:09,Normal,0
132.5.27.102,10.0.143.139,54619,16354,UDP,48,0.0273,0,0,United States,05-01-2025 15:39,Port Scan,1
224.59.16.236,192.168.227.82,53703,80,HTTP,1231,3.159,0,0,Russia,02-01-2025 14:52,Normal,0
213.219.52.98,192.168.50.4,33227,25981,TCP,62,0.0326,0,0,United States,08-01-2025 16:32,Port Scan,1
153.42.224.204,10.0.110.203,54518,25,HTTP,1292,4.264,2,0,Brazil,15-01-2025 02:00,Phishing,1
157.227.132.37,192.168.32.165,27852,53,DNS,1473,0.145,0,0,Brazil,04-01-2025 01:41,Normal,0
102.251.179.9,10.0.243.40,64518,3306,HTTPS,1302,0.479,1,1,Brazil,24-01-2025 05:02,Normal,0
18.120.5.153,172.16.190.31,7097,3306,HTTP,1027,3.673,0,1,Nigeria,21-01-2025 08:36,Normal,0
138.84.101.151,172.16.33.80,46812,3306,TCP,700,0.522,1,0,Russia,08-01-2025 13:01,Normal,0
160.7.191.146,192.168.244.101,59887,53,TCP,1282,2.145,0,0,Germany,12-01-2025 14:53,Normal,0
89.146.143.233,172.16.206.78,46449,22,HTTP,1357,0.35,0,1,China,20-01-2025 22:12,Normal,0
251.31.96.105,10.0.29.184,47589,25,HTTP,58594,1288.88,0,1,United States,16-01-2025 08:27,Data Exfiltration,1
221.131.230.30,192.168.65.207,50966,22,SSH,255,0.662,312,0,United States,16-01-2025 11:12,Brute Force,1
91.122.29.206,192.168.148.249,10279,443,HTTPS,2933,14.95,1,1,United Kingdom,29-01-2025 10:53,Malware,1
219.28.141.241,10.0.90.158,15820,53,HTTP,861,2.322,0,1,United States,15-01-2025 11:35,Normal,0
33.242.184.13,192.168.125.148,34555,443,HTTPS,1233,2.544,1,0,United States,05-01-2025 03:11,Normal,0
107.161.146.113,172.16.181.214,55174,40482,TCP,84,0.0205,0,0,India,14-01-2025 20:51,Port Scan,1
168.95.147.186,192.168.77.152,19756,21,TCP,175,0.605,322,0,United States,02-01-2025 08:21,Brute Force,1
98.132.251.186,192.168.172.238,42753,25,FTP,6466,380.04,0,1,Nigeria,05-01-2025 21:48,Data Exfiltration,1
34.9.131.227,172.16.16.40,1218,6731,TCP,56,0.0053,0,0,United States,21-01-2025 22:44,Port Scan,1
142.75.241.139,10.0.46.175,64888,443,TCP,5626,0.0743,0,0,United States,01-01-2025 00:22,DDoS,1
11.100.181.207,192.168.51.191,50561,15244,TCP,54,0.0077,0,0,United States,05-01-2025 04:50,Port Scan,1
34.227.40.171,192.168.2.65,47159,62735,TCP,59,0.0232,0,0,Netherlands,02-01-2025 22:44,Port Scan,1
30.143.229.49,10.0.193.116,31149,25,TCP,275,1.589,59,0,United States,10-01-2025 02:03,Brute Force,1
223.127.122.81,172.16.111.75,14726,443,UDP,8836,0.0782,0,0,China,05-01-2025 22:32,DDoS,1
172.35.43.8,192.168.133.170,35248,3306,HTTP,746,4.876,0,0,China,19-01-2025 13:03,Normal,0
18.3.70.44,192.168.166.161,12880,25,TCP,416,2.585,168,1,China,26-01-2025 05:27,Brute Force,1
226.216.206.35,172.16.4.140,16266,443,HTTPS,802,1.013,1,1,China,14-01-2025 06:01,Normal,0
209.91.55.187,192.168.196.233,21123,32851,UDP,72,0.0353,0,0,Brazil,02-01-2025 09:04,Port Scan,1
125.166.168.69,172.16.165.90,40935,39937,TCP,89,0.0389,0,0,United States,27-01-2025 05:51,Port Scan,1
33.10.163.54,192.168.141.240,47842,3306,HTTPS,467,3.613,1,1,United Kingdom,01-01-2025 15:11,Normal,0
225.77.216.60,10.0.248.126,53239,21,FTP,310,1.239,132,0,India,09-01-2025 17:47,Brute Force,1
116.55.137.57,192.168.44.117,11662,3306,HTTP,1162,2.977,1,1,United States,07-01-2025 02:28,Normal,0
105.54.195.69,172.16.232.81,16105,25,TCP,354,2.971,470,1,China,13-01-2025 21:10,Brute Force,1
217.70.181.9,172.16.29.209,64254,25,HTTPS,490,1.405,1,1,Canada,26-01-2025 20:12,Normal,0
1.235.11.101,172.16.217.55,9547,25,FTP,352,1.852,212,0,India,07-01-2025 08:42,Brute Force,1
175.182.190.109,192.168.50.59,12032,5432,HTTPS,417,0.487,1,0,Japan,23-01-2025 15:44,Normal,0
65.90.202.34,172.16.87.95,34753,21,FTP,119,1.218,23,0,United States,16-01-2025 01:12,Brute Force,1
213.65.247.146,172.16.76.142,55997,53,DNS,1264,2.129,0,1,China,10-01-2025 20:55,Normal,0
202.202.142.3,10.0.22.23,64766,8080,HTTP,995,2.207,1,0,Brazil,20-01-2025 12:48,Normal,0
178.165.26.23,10.0.126.21,49953,25,HTTPS,1422,2.564,1,0,United States,11-01-2025 23:41,Normal,0
222.80.184.218,172.16.157.164,15260,3306,HTTPS,568,4.051,0,0,Russia,23-01-2025 15:14,Normal,0
91.213.139.110,172.16.171.30,61733,53,HTTP,562,2.808,0,1,United States,18-01-2025 01:47,Normal,0
223.195.140.205,172.16.213.127,42440,21,SSH,218,0.526,314,0,United States,27-01-2025 16:57,Brute Force,1
122.207.3.46,10.0.255.35,59565,25,DNS,814,1.33,0,1,France,08-01-2025 06:14,Normal,0
230.18.131.176,172.16.19.193,63274,443,HTTP,2159,243.86,1,0,United Kingdom,13-01-2025 20:17,Malware,1
105.62.42.177,172.16.104.163,41884,8080,TCP,569,1.986,1,0,France,10-01-2025 13:00,Normal,0
105.18.222.216,172.16.159.78,10569,8080,HTTPS,865,1.659,0,1,Russia,23-01-2025 00:06,Normal,0
199.110.5.107,10.0.13.218,36521,3389,TCP,286,2.82,355,0,United States,14-01-2025 02:18,Brute Force,1
64.210.187.109,10.0.188.81,26639,25,HTTPS,588,1.088,0,1,United States,18-01-2025 19:41,Normal,0
46.249.224.107,192.168.205.44,53433,53,HTTPS,644,1.055,1,0,France,17-01-2025 16:03,Normal,0
152.83.116.141,10.0.183.207,13139,80,TCP,1548,0.0261,0,0,United States,11-01-2025 06:26,DDoS,1
52.241.203.72,172.16.64.234,36174,5432,HTTP,871,3.799,0,1,China,25-01-2025 10:29,Normal,0
52.233.28.239,192.168.131.93,61039,443,DNS,277,2.42,0,0,Germany,28-01-2025 21:01,Normal,0
162.39.12.135,192.168.78.74,62706,5432,TCP,957,0.39,1,1,United States,23-01-2025 22:39,Normal,0
114.3.228.133,172.16.170.13,3752,80,ICMP,5882,0.0837,0,0,Japan,25-01-2025 12:11,DDoS,1
109.131.88.105,172.16.215.194,5142,25,DNS,610,4.715,1,1,United States,29-01-2025 11:01,Normal,0
79.252.115.149,172.16.194.93,30058,6667,HTTPS,3435,136.64,1,0,United States,01-01-2025 10:34,Malware,1
238.82.222.39,192.168.74.97,25701,80,TCP,5905,0.0164,0,0,United States,22-01-2025 16:43,DDoS,1
99.110.52.146,10.0.191.230,42488,25,SSH,81,2.895,149,0,Iran,30-01-2025 11:33,Brute Force,1
231.22.152.242,10.0.140.244,54207,80,HTTP,64649,195.67,0,1,China,24-01-2025 09:38,Data Exfiltration,1
128.130.26.88,10.0.132.40,25690,8080,TCP,7645,0.0675,0,0,France,28-01-2025 07:41,DDoS,1
165.114.45.192,192.168.158.144,62826,3306,HTTPS,867,3.384,1,0,Netherlands,02-01-2025 11:33,Normal,0
30.198.234.146,10.0.254.79,48751,22,TCP,280,4.788,0,1,France,18-01-2025 18:16,Normal,0
80.147.196.238,172.16.27.108,38017,2430,UDP,52,0.044,0,0,China,02-01-2025 21:39,Port Scan,1
211.61.36.176,10.0.103.240,30957,8080,TCP,995,0.144,1,1,Nigeria,08-01-2025 09:24,Normal,0
99.165.185.21,10.0.53.202,55978,443,TCP,662,2.314,0,0,Iran,07-01-2025 11:31,Normal,0
253.19.251.35,10.0.160.144,23343,37912,TCP,96,0.0193,0,0,Russia,17-01-2025 02:35,Port Scan,1
125.80.133.18,10.0.162.41,21803,53,HTTP,976,1.658,0,0,United States,18-01-2025 15:02,Normal,0
84.134.172.78,192.168.83.90,13152,443,UDP,5680,0.0358,0,0,France,19-01-2025 03:12,DDoS,1
84.253.15.161,192.168.182.57,48896,8080,HTTP,576,165.84,0,1,Canada,15-01-2025 07:34,Malware,1
106.90.15.170,192.168.126.61,43496,443,TCP,824,0.661,0,0,China,18-01-2025 08:21,Normal,0
229.187.251.252,172.16.250.99,17714,22,DNS,402,4.474,1,1,United States,14-01-2025 03:59,Normal,0
73.156.154.248,172.16.201.152,3218,25,HTTPS,543,2.417,0,1,United Kingdom,13-01-2025 10:45,Normal,0
38.189.165.96,10.0.97.179,44264,25,FTP,147,1.852,50,0,Russia,03-01-2025 07:10,Brute Force,1
107.250.121.159,172.16.235.47,45052,443,TCP,1969,284.84,0,0,Germany,11-01-2025 00:16,Malware,1
78.226.133.26,192.168.240.12,12889,22,TCP,235,4.903,1,0,Russia,17-01-2025 23:29,Normal,0
79.182.34.44,172.16.229.94,20646,6667,HTTP,3860,188.73,2,1,United States,05-01-2025 14:34,Malware,1
6.119.245.81,192.168.181.215,57109,8080,ICMP,3621,0.0515,0,0,Ukraine,28-01-2025 01:58,DDoS,1
161.21.196.63,172.16.247.185,16252,3306,TCP,327,1.911,0,1,United States,05-01-2025 06:10,Normal,0
55.235.62.107,192.168.183.127,18193,6709,TCP,47,0.0456,0,0,United States,14-01-2025 07:28,Port Scan,1
141.61.233.81,192.168.181.26,55032,443,HTTPS,361,3.552,3,0,Germany,20-01-2025 05:49,Phishing,1
6.117.229.221,192.168.228.202,10838,80,HTTPS,28321,838.02,0,1,United States,07-01-2025 01:22,Data Exfiltration,1
9.146.6.6,192.168.42.1,3596,8080,HTTPS,2224,125.76,0,1,United States,05-01-2025 06:08,Malware,1
227.46.210.101,172.16.96.18,10429,3306,DNS,1024,0.591,0,0,United States,08-01-2025 21:48,Normal,0
170.195.133.105,10.0.219.118,14199,25,DNS,815,4.893,0,0,Brazil,04-01-2025 05:10,Normal,0
95.26.25.165,192.168.127.129,62233,443,HTTP,256,0.96,0,1,Russia,19-01-2025 15:50,Normal,0
192.91.20.111,10.0.175.5,4195,21,TCP,106,1.449,470,0,China,12-01-2025 20:05,Brute Force,1
116.133.213.61,172.16.178.81,23626,25652,TCP,68,0.0401,0,0,United States,29-01-2025 01:36,Port Scan,1
99.6.29.212,192.168.22.34,17299,21,SSH,385,1.999,425,1,Ukraine,19-01-2025 08:15,Brute Force,1
11.138.24.76,172.16.106.45,4464,53,DNS,1228,1.619,1,0,United States,27-01-2025 01:51,Normal,0
111.250.185.154,172.16.128.130,64532,22,HTTP,1440,1.755,0,0,China,27-01-2025 07:48,Normal,0
243.80.120.169,192.168.230.11,63829,5432,TCP,930,1.316,0,0,Canada,25-01-2025 02:33,Normal,0
21.24.180.116,10.0.187.30,45174,33091,TCP,56,0.0229,0,0,Ukraine,02-01-2025 21:54,Port Scan,1
45.212.50.229,172.16.24.3,13507,3389,TCP,164,1.664,465,0,France,19-01-2025 15:42,Brute Force,1
7.59.110.99,192.168.180.168,19822,53,TCP,1207,0.931,0,0,China,11-01-2025 21:20,Normal,0
9.40.178.145,192.168.237.108,17527,443,ICMP,4013,0.056,0,0,China,15-01-2025 08:11,DDoS,1
49.23.76.225,10.0.119.193,41371,8080,TCP,7779,0.0474,0,0,China,06-01-2025 08:54,DDoS,1
81.146.41.165,10.0.108.149,42947,8080,TCP,4159,0.0995,0,0,Canada,29-01-2025 02:11,DDoS,1
22.153.209.228,192.168.100.182,13945,80,ICMP,6024,0.0169,0,0,Russia,04-01-2025 10:46,DDoS,1
66.196.230.144,10.0.107.92,35473,8080,HTTPS,668,3.928,0,1,United Kingdom,07-01-2025 02:16,Normal,0
75.15.172.155,172.16.167.162,48691,80,UDP,7427,0.0194,0,0,Russia,16-01-2025 06:16,DDoS,1
176.114.221.56,192.168.51.36,50336,1337,HTTP,2270,101.21,1,0,United States,30-01-2025 21:46,Malware,1
105.246.38.192,192.168.252.40,59994,25,HTTPS,38285,552.97,0,1,France,28-01-2025 15:47,Data Exfiltration,1
12.201.79.131,172.16.130.2,42762,25,TCP,801,3.923,1,1,United States,20-01-2025 21:19,Normal,0
19.164.30.30,192.168.250.18,13040,22,HTTP,1015,1.496,1,1,Germany,11-01-2025 19:47,Normal,0
170.59.107.208,10.0.58.124,45275,3306,HTTPS,1041,0.21,0,0,Germany,06-01-2025 17:51,Normal,0
42.226.61.225,192.168.147.78,64775,443,TCP,1143,2.883,1,1,China,07-01-2025 19:03,Normal,0
135.223.40.37,172.16.3.220,52783,8080,DNS,545,3.342,0,1,Germany,15-01-2025 11:18,Normal,0
172.202.221.85,10.0.250.11,37505,8080,DNS,867,4.449,1,1,United States,25-01-2025 05:37,Normal,0
23.17.68.57,10.0.40.156,3498,1337,HTTPS,3199,161.09,0,0,Nigeria,22-01-2025 03:15,Malware,1
21.186.54.183,192.168.211.124,29259,443,TCP,6241,0.0308,0,0,Iran,23-01-2025 16:48,DDoS,1
58.102.10.100,10.0.10.16,19432,53,DNS,1427,1.572,1,1,Russia,16-01-2025 15:17,Normal,0
72.27.111.87,192.168.227.72,61162,24581,UDP,75,0.0178,0,0,Russia,23-01-2025 04:07,Port Scan,1
29.65.6.214,192.168.167.70,43601,53,TCP,242,1.751,0,0,China,19-01-2025 08:47,Normal,0
32.11.242.119,192.168.86.237,38634,53,DNS,260,1.975,1,0,Russia,17-01-2025 02:17,Normal,0
180.223.77.195,10.0.9.124,45948,8080,DNS,1417,4.677,1,0,United States,28-01-2025 06:22,Normal,0
189.44.171.12,192.168.128.65,60450,8080,UDP,6544,0.0831,0,0,Russia,25-01-2025 11:04,DDoS,1
211.112.139.174,192.168.26.175,16026,443,HTTP,897,1.444,0,1,Russia,15-01-2025 15:50,Normal,0
30.197.30.39,192.168.84.159,6680,3306,TCP,658,0.293,1,1,Japan,07-01-2025 05:37,Normal,0
183.86.36.151,10.0.97.115,50169,5432,TCP,691,2.433,1,1,Russia,25-01-2025 09:22,Normal,0
184.74.136.232,172.16.186.157,56435,3306,DNS,449,4.929,0,0,China,21-01-2025 22:37,Normal,0
235.97.176.117,172.16.80.139,27013,25,HTTP,1348,5.587,1,0,Russia,29-01-2025 21:17,Phishing,1
151.209.234.39,10.0.129.237,25332,25,DNS,1464,1.857,0,1,United States,20-01-2025 05:33,Normal,0
218.189.125.167,192.168.179.158,24631,8080,UDP,7199,0.0893,0,0,United Kingdom,24-01-2025 03:59,DDoS,1
37.230.189.224,10.0.54.35,52062,8080,UDP,4130,0.086,0,0,United States,02-01-2025 07:54,DDoS,1
4.108.182.67,172.16.166.198,22393,80,HTTP,1261,0.936,1,0,Nigeria,01-01-2025 22:08,Normal,0
76.152.172.219,172.16.127.141,45846,5432,DNS,953,1.529,0,1,Canada,06-01-2025 10:38,Normal,0
76.30.202.128,192.168.172.141,31949,22,TCP,313,1.24,79,0,Ukraine,13-01-2025 23:49,Brute Force,1
169.166.189.220,192.168.39.20,64709,3306,TCP,642,2.394,1,0,Germany,12-01-2025 18:23,Normal,0
190.232.56.32,192.168.114.164,47264,25,HTTPS,789,7.178,3,0,Ukraine,14-01-2025 01:49,Phishing,1
251.2.80.180,192.168.102.178,7174,25,TCP,325,3.162,0,0,Germany,04-01-2025 06:06,Normal,0
45.12.246.194,10.0.124.99,28420,32559,TCP,72,0.0229,0,0,United States,26-01-2025 13:55,Port Scan,1
226.11.11.40,10.0.190.164,16069,80,HTTP,784,2.836,1,1,Brazil,01-01-2025 07:17,Phishing,1
201.206.251.93,192.168.154.74,15079,5432,HTTP,1293,3.323,1,0,Russia,29-01-2025 12:12,Normal,0
13.225.82.235,192.168.133.25,7357,22,TCP,1107,4.989,1,0,China,12-01-2025 02:00,Normal,0
58.234.139.161,172.16.139.180,63317,25,HTTPS,29365,1074.12,0,1,France,30-01-2025 03:24,Data Exfiltration,1
108.220.27.153,192.168.212.140,56535,443,HTTP,3854,88.06,0,0,Netherlands,10-01-2025 09:42,Malware,1
215.222.166.186,192.168.115.31,1837,3306,DNS,441,3.869,0,0,China,23-01-2025 21:31,Normal,0
245.45.228.49,192.168.94.215,52164,80,UDP,7794,0.015,0,0,Iran,10-01-2025 10:33,DDoS,1
12.41.31.151,192.168.180.216,2565,8080,DNS,757,4.967,1,1,Ukraine,08-01-2025 00:37,Normal,0
184.13.189.168,10.0.123.118,5104,24358,UDP,79,0.0182,0,0,China,09-01-2025 04:12,Port Scan,1
145.128.134.187,172.16.254.127,53975,6667,TCP,3414,94.24,1,0,United States,30-01-2025 19:41,Malware,1
221.107.73.193,172.16.118.238,11944,8080,UDP,3924,0.0091,0,0,France,19-01-2025 02:52,DDoS,1
58.116.146.225,172.16.79.29,19949,8080,ICMP,2797,0.0317,0,0,Canada,17-01-2025 04:40,DDoS,1
190.147.198.201,172.16.229.98,35992,44307,UDP,89,0.0459,0,0,United States,20-01-2025 04:45,Port Scan,1
197.88.82.200,172.16.188.132,15221,43639,TCP,45,0.0485,0,0,Netherlands,24-01-2025 14:54,Port Scan,1
229.5.110.171,192.168.238.201,29292,6667,TCP,1419,213.87,3,0,China,21-01-2025 06:22,Malware,1
97.141.6.41,192.168.217.59,19338,443,HTTP,433,3.636,0,1,Germany,27-01-2025 13:57,Normal,0
185.202.40.190,192.168.185.86,10602,25,SSH,427,1.083,152,0,United States,24-01-2025 15:02,Brute Force,1
245.51.204.206,192.168.38.68,42090,21121,TCP,91,0.0195,0,0,India,07-01-2025 05:37,Port Scan,1
158.137.100.195,10.0.148.91,14237,80,UDP,3259,0.0212,0,0,China,05-01-2025 22:09,DDoS,1
244.239.37.136,192.168.249.68,3295,53,HTTP,368,2.337,0,1,United States,21-01-2025 12:43,Normal,0
125.145.104.203,172.16.35.116,38169,53,HTTP,1025,3.048,1,0,United States,20-01-2025 17:48,Normal,0
18.194.78.98,192.168.240.226,64149,25,HTTP,1275,10.764,2,1,United States,02-01-2025 14:42,Phishing,1
180.127.17.132,172.16.188.91,64582,80,DNS,1386,4.988,0,0,Brazil,14-01-2025 15:07,Normal,0
120.132.129.133,172.16.0.229,50209,80,TCP,4721,0.0883,0,0,United States,08-01-2025 00:59,DDoS,1
80.139.109.8,10.0.5.76,30443,10110,UDP,97,0.0462,0,0,France,07-01-2025 18:34,Port Scan,1
144.203.84.239,10.0.248.158,37399,22,TCP,1021,0.828,0,0,Germany,07-01-2025 13:40,Normal,0
29.40.17.199,172.16.41.77,18377,3306,TCP,838,1.724,1,0,United States,10-01-2025 15:05,Normal,0
139.44.76.119,10.0.25.162,46074,6507,UDP,48,0.0061,0,0,Russia,29-01-2025 04:40,Port Scan,1
86.238.108.95,172.16.220.171,41936,21,TCP,309,2.238,127,1,Nigeria,23-01-2025 17:53,Brute Force,1
40.121.232.50,10.0.46.254,6735,53,TCP,602,1.322,1,1,China,16-01-2025 06:17,Normal,0
240.154.251.40,10.0.152.11,30270,3306,TCP,1250,3.183,0,0,France,03-01-2025 15:22,Normal,0
162.218.71.113,192.168.110.225,6307,32221,UDP,61,0.0287,0,0,India,25-01-2025 19:02,Port Scan,1
137.240.17.119,192.168.70.208,64641,80,HTTPS,1387,3.595,0,1,Russia,03-01-2025 00:18,Normal,0
156.29.121.237,192.168.203.69,65135,22752,TCP,72,0.0263,0,0,France,26-01-2025 08:11,Port Scan,1
112.175.133.90,192.168.139.167,9831,25,SSH,205,2.358,193,0,South Korea,16-01-2025 13:41,Brute Force,1
7.167.125.95,192.168.69.29,36088,80,HTTPS,6292,1437.52,0,1,Russia,23-01-2025 04:12,Data Exfiltration,1
242.197.60.225,172.16.8.14,18600,16798,UDP,67,0.043,0,0,Russia,10-01-2025 05:35,Port Scan,1
180.133.123.137,10.0.39.203,35717,443,HTTPS,1246,11.971,5,1,South Korea,07-01-2025 11:40,Phishing,1
131.220.85.250,172.16.90.96,20398,27764,UDP,69,0.0301,0,0,China,03-01-2025 04:33,Port Scan,1
167.205.120.116,10.0.123.248,3618,39704,TCP,44,0.0485,0,0,Canada,05-01-2025 01:43,Port Scan,1
44.252.144.241,192.168.116.81,28149,443,TCP,1346,3.296,1,1,Germany,27-01-2025 12:17,Normal,0
224.29.234.71,10.0.55.22,36702,3306,TCP,1058,2.857,0,1,China,24-01-2025 21:21,Normal,0
44.191.159.26,10.0.127.190,25058,443,UDP,1738,0.056,0,0,Canada,17-01-2025 23:52,DDoS,1
